exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
side-plank,Side Plank,side bridge|Side Plank,side-plank,hold,duration+rpe,mixed,none|floor,side-lying,anti-lateral-flexion|core-stability,isometric,unilateral,true,bodyweight,obliques|glute med,serratus|adductors,spine|shoulder|hip,core|rehab|beginner,gym|home|rehab-friendly|warmup-friendly,true,false,true,duration_rpe,side plank side bridge side plank side-plank none floor obliques glute med serratus adductors spine shoulder hip core rehab beginner gym home rehab-friendly warmup-friendly,
hollow-body-hold,Hollow Body Hold,hollow hold|banana hold|boat hold|Hollow Body Hold,hollow-hold,hold,duration+rpe,skill,none|floor,lying-supine,core-stability,isometric,bilateral,true,bodyweight,rectus abdominis|transverse abdominis|hip flexors,serratus,spine|hip|shoulder,gymnastics|core,gym|home|calisthenics-park,true,false,true,duration_rpe,hollow body hold hollow hold banana hold boat hold hollow body hold hollow-hold none floor rectus abdominis transverse abdominis hip flexors serratus spine hip shoulder gymnastics core gym home calisthenics-park,
dead-hang,Dead Hang,passive hang|Dead Hang,hang,hold,duration+rpe,calisthenics,pull-up-bar,hanging,grip|shoulder-decompression,isometric,bilateral,true,bodyweight,forearms|grip,lats|rotator cuff,shoulder|wrist|elbow|scapula,grip|decompression|beginner,gym|home|calisthenics-park,true,false,true,duration_rpe,dead hang passive hang dead hang hang pull-up-bar forearms grip lats rotator cuff shoulder wrist elbow scapula grip decompression beginner gym home calisthenics-park,
flexed-arm-hang,Flexed-Arm Hang,chin over bar hold,hang,hold,duration+rpe,calisthenics,pull-up-bar|rings,hanging,vertical-pull,isometric,bilateral,true,bodyweight,lats|biceps|mid back,forearms|rear delts,shoulder|elbow|scapula|wrist,pull-up-progression,gym|home|calisthenics-park,true,false,true,duration_rpe,flexed-arm hang chin over bar hold hang pull-up-bar rings lats biceps mid back forearms rear delts shoulder elbow scapula wrist pull-up-progression gym home calisthenics-park,
top-support-hold,Top Support Hold,dip support hold|ring support hold|rings support hold,support-hold,hold,duration+rpe,skill,dip-bars|rings,supported,vertical-push|scapular-control,isometric,bilateral,true,bodyweight,triceps|serratus|pecs,front delts|core,shoulder|elbow|wrist|scapula,gymnastics|support|rings|stability,gym|home|calisthenics-park,true,false,true,duration_rpe,top support hold dip support hold ring support hold rings support hold support-hold dip-bars rings triceps serratus pecs front delts core shoulder elbow wrist scapula gymnastics support rings stability gym home calisthenics-park,
l-sit-hold,L-Sit Hold,L sit|parallette L sit|hanging l-sit|L-Sit Hold,l-sit,hold,duration+rpe,skill,parallettes|dip-bars|floor|rings,supported,core-flexion|hip-flexion,isometric,bilateral,true,bodyweight,hip flexors|rectus abdominis|triceps,serratus|quads,hip|spine|shoulder|elbow|wrist,gymnastics|compression|advanced,gym|home|calisthenics-park,true,false,true,duration_rpe,l-sit hold l sit parallette l sit hanging l-sit l-sit hold l-sit parallettes dip-bars floor rings hip flexors rectus abdominis triceps serratus quads hip spine shoulder elbow wrist gymnastics compression advanced gym home calisthenics-park,
tuck-l-sit-hold,Tuck L-Sit Hold,tucked L sit,l-sit,hold,duration+rpe,skill,parallettes|dip-bars|floor,supported,core-flexion|hip-flexion,isometric,bilateral,true,bodyweight,hip flexors|rectus abdominis|triceps,serratus|quads,hip|spine|shoulder|elbow|wrist,gymnastics|compression|regression,gym|home|calisthenics-park,true,false,true,duration_rpe,tuck l-sit hold tucked l sit l-sit parallettes dip-bars floor hip flexors rectus abdominis triceps serratus quads hip spine shoulder elbow wrist gymnastics compression regression gym home calisthenics-park,
handstand-hold,Handstand Hold,freestanding handstand,handstand,hold,duration+rpe,skill,floor|parallettes,inverted,core-stability|vertical-push,isometric,bilateral,true,bodyweight,shoulders|upper traps|triceps,serratus|core|wrist flexors,shoulder|elbow|wrist|scapula|spine,advanced|gymnastics|balance|overhead,gym|home|calisthenics-park|niche,true,false,true,duration_rpe,handstand hold freestanding handstand handstand floor parallettes shoulders upper traps triceps serratus core wrist flexors shoulder elbow wrist scapula spine advanced gymnastics balance overhead gym home calisthenics-park niche,
wall-handstand-hold,Wall Handstand Hold,wall assisted handstand hold|wall handstand|Wall Handstand Hold,handstand,hold,duration+rpe,skill,wall|parallettes|floor,inverted,core-stability|vertical-push,isometric,bilateral,true,bodyweight,shoulders|upper traps|triceps,serratus|core|wrist flexors,shoulder|elbow|wrist|scapula|spine,gymnastics|overhead|regression,gym|home|calisthenics-park,true,false,true,duration_rpe,wall handstand hold wall assisted handstand hold wall handstand wall handstand hold handstand wall parallettes floor shoulders upper traps triceps serratus core wrist flexors shoulder elbow wrist scapula spine gymnastics overhead regression gym home calisthenics-park,
copenhagen-plank,Copenhagen Plank,copenhagen side plank|adductor plank|Copenhagen Plank,copenhagen-plank,hold,duration+rpe,rehab,bench|floor,side-supported,hip-adduction|core-stability,isometric,unilateral,true,bodyweight,adductors|obliques,glute med|serratus,hip|spine|shoulder,rehab|groin|core|advanced,gym|home|rehab-friendly|warmup-friendly,true,false,true,duration_rpe,copenhagen plank copenhagen side plank adductor plank copenhagen plank copenhagen-plank bench floor adductors obliques glute med serratus hip spine shoulder rehab groin core advanced gym home rehab-friendly warmup-friendly,
planche-lean,Planche Lean,lean hold|planche lean hold|Planche Lean,planche,hold,duration+rpe,skill,floor|parallettes,plank,horizontal-push|core-stability,isometric,bilateral,true,bodyweight,front delts|serratus|triceps,pecs|core|wrist flexors,shoulder|elbow|wrist|scapula,advanced|gymnastics|straight-arm-strength,gym|home|niche|calisthenics-park,true,false,true,duration_rpe,planche lean lean hold planche lean hold planche lean planche floor parallettes front delts serratus triceps pecs core wrist flexors shoulder elbow wrist scapula advanced gymnastics straight-arm-strength gym home niche calisthenics-park,
tuck-planche-hold,Tuck Planche Hold,tuck planche|Tuck Planche Hold,planche,hold,duration+rpe,skill,parallettes|floor,supported,horizontal-push|core-stability,isometric,bilateral,true,bodyweight,front delts|serratus|triceps,pecs|core|wrist flexors,shoulder|elbow|wrist|scapula,advanced|gymnastics|straight-arm-strength,gym|home|niche|calisthenics-park,true,false,true,duration_rpe,tuck planche hold tuck planche tuck planche hold planche parallettes floor front delts serratus triceps pecs core wrist flexors shoulder elbow wrist scapula advanced gymnastics straight-arm-strength gym home niche calisthenics-park,
front-lever-tuck-hold,Front Lever Tuck Hold,tucked front lever,front-lever,hold,duration+rpe,skill,pull-up-bar|rings,hanging,core-stability|vertical-pull,isometric,bilateral,true,bodyweight,lats|teres major|abs,rear delts|biceps|grip,shoulder|elbow|scapula|wrist|spine,advanced|gymnastics,gym|calisthenics-park|niche,true,false,true,duration_rpe,front lever tuck hold tucked front lever front-lever pull-up-bar rings lats teres major abs rear delts biceps grip shoulder elbow scapula wrist spine advanced gymnastics gym calisthenics-park niche,
front-lever-hold,Front Lever Hold,full front lever|Front Lever Hold,front-lever,hold,duration+rpe,skill,pull-up-bar|rings,hanging,core-stability|vertical-pull,isometric,bilateral,true,bodyweight,lats|teres major|abs,rear delts|biceps|grip,shoulder|elbow|scapula|wrist|spine,elite|gymnastics|advanced|straight-arm-strength,gym|calisthenics-park|niche,true,false,true,duration_rpe,front lever hold full front lever front lever hold front-lever pull-up-bar rings lats teres major abs rear delts biceps grip shoulder elbow scapula wrist spine elite gymnastics advanced straight-arm-strength gym calisthenics-park niche,
weighted-dead-hang,Weighted Dead Hang,weighted hang|loaded dead hang|Weighted Dead Hang,hang,weighted-hold,duration+load+rpe,calisthenics,pull-up-bar|dip-belt,hanging,grip|shoulder-decompression,isometric,bilateral,true,bodyweight-plus-external,forearms|grip,lats|rotator cuff,shoulder|wrist|elbow|scapula,grip|streetlifting|weighted,gym|calisthenics-park,true,false,true,duration_plus_load_rpe,weighted dead hang weighted hang loaded dead hang weighted dead hang hang pull-up-bar dip-belt forearms grip lats rotator cuff shoulder wrist elbow scapula grip streetlifting weighted gym calisthenics-park,
plate-pinch-hold,Plate Pinch Hold,pinch grip hold,pinch-hold,weighted-hold,duration+load+rpe,strength,weight-plate,standing,grip,isometric,bilateral,false,external,thumbs|forearms|grip,wrist flexors,wrist|elbow,grip,gym|home,true,false,true,duration_plus_load_rpe,plate pinch hold pinch grip hold pinch-hold weight-plate thumbs forearms grip wrist flexors wrist elbow grip gym home,
barbell-static-hold,Barbell Static Hold,static bar hold|deadlift hold,static-hold,weighted-hold,duration+load+rpe,strength,barbell|rack,standing,grip|hinge,isometric,bilateral,false,external,forearms|grip|upper back,spinal erectors|lats,wrist|elbow|shoulder|spine,grip|deadlift-support,gym,true,false,true,duration_plus_load_rpe,barbell static hold static bar hold deadlift hold static-hold barbell rack forearms grip upper back spinal erectors lats wrist elbow shoulder spine grip deadlift-support gym,
suitcase-hold,Suitcase Hold,offset hold|single arm hold|Suitcase Hold,suitcase-hold,weighted-hold,duration+load+rpe,strength,dumbbell|kettlebell,standing,anti-lateral-flexion,isometric,unilateral,false,external,obliques|grip|quadratus lumborum,glute med|forearms,spine|hip|shoulder|wrist,core|grip|unilateral,gym|home,true,false,true,duration_plus_load_rpe,suitcase hold offset hold single arm hold suitcase hold suitcase-hold dumbbell kettlebell obliques grip quadratus lumborum glute med forearms spine hip shoulder wrist core grip unilateral gym home,
farmers-carry,Farmer Carry,farmers walk|farmer walk|Farmer Carry,farmer-carry,carry,duration+distance+load,conditioning,dumbbell|kettlebell|farmer-handles|trap-bar,standing,carry,cyclical,bilateral,false,external,grip|upper traps|core,forearms|glute max|calves,wrist|shoulder|spine|hip|ankle,grip|strongman,gym|home|conditioning,false,false,true,duration_distance_load,farmer carry farmers walk farmer walk farmer carry farmer-carry dumbbell kettlebell farmer-handles trap-bar grip upper traps core forearms glute max calves wrist shoulder spine hip ankle grip strongman gym home conditioning,
suitcase-carry,Suitcase Carry,single arm farmers carry|single arm carry|Suitcase Carry,suitcase-carry,carry,duration+distance+load,conditioning,dumbbell|kettlebell,standing,carry|anti-lateral-flexion,cyclical,unilateral,false,external,obliques|grip|quadratus lumborum,glute med|forearms|upper traps,wrist|shoulder|spine|hip|ankle,core|grip|unilateral,gym|home|conditioning,false,false,true,duration_distance_load,suitcase carry single arm farmers carry single arm carry suitcase carry suitcase-carry dumbbell kettlebell obliques grip quadratus lumborum glute med forearms upper traps wrist shoulder spine hip ankle core grip unilateral gym home conditioning,
front-rack-carry,Front Rack Carry,rack carry|front rack walk|Front Rack Carry,front-rack-carry,carry,duration+distance+load,conditioning,kettlebell|dumbbell|sandbag|barbell,standing,carry|core-stability,cyclical,bilateral,false,external,upper back|core|front delts,glutes|forearms,spine|shoulder|elbow|wrist|hip|ankle,bracing|front-rack|core,gym|home|conditioning,false,false,true,duration_distance_load,front rack carry rack carry front rack walk front rack carry front-rack-carry kettlebell dumbbell sandbag barbell upper back core front delts glutes forearms spine shoulder elbow wrist hip ankle bracing front-rack core gym home conditioning,
waiter-carry,Waiter Carry,bottoms up carry overhead|overhead kettlebell carry|Waiter Carry,waiter-carry,carry,duration+distance+load,conditioning,kettlebell|dumbbell,standing,carry|overhead,cyclical,unilateral,false,external,shoulders|serratus|obliques,triceps|grip|upper traps,shoulder|elbow|wrist|scapula|spine|hip|ankle,overhead|stability|core|unilateral,gym|home|conditioning,false,false,true,duration_distance_load,waiter carry bottoms up carry overhead overhead kettlebell carry waiter carry waiter-carry kettlebell dumbbell shoulders serratus obliques triceps grip upper traps shoulder elbow wrist scapula spine hip ankle overhead stability core unilateral gym home conditioning,
overhead-carry,Overhead Carry,barbell overhead carry|double overhead carry|Overhead Carry,overhead-carry,carry,duration+distance+load,conditioning,barbell|dumbbell|kettlebell,standing,carry|overhead,cyclical,bilateral,false,external,shoulders|triceps|upper traps,serratus|core|grip,shoulder|elbow|wrist|scapula|spine|hip|ankle,overhead|strongman|core,gym|home|conditioning,false,false,true,duration_distance_load,overhead carry barbell overhead carry double overhead carry overhead carry overhead-carry barbell dumbbell kettlebell shoulders triceps upper traps serratus core grip shoulder elbow wrist scapula spine hip ankle overhead strongman core gym home conditioning,
sandbag-bear-hug-carry,Sandbag Bear Hug Carry,bear hug carry|Sandbag Bear Hug Carry,bear-hug-carry,carry,duration+distance+load,conditioning,sandbag,standing,carry,cyclical,bilateral,false,external,upper back|biceps|core,glute max|forearms|calves,spine|shoulder|elbow|hip|ankle,strongman|conditioning|odd-object,gym|home|niche|conditioning,false,false,true,duration_distance_load,sandbag bear hug carry bear hug carry sandbag bear hug carry bear-hug-carry sandbag upper back biceps core glute max forearms calves spine shoulder elbow hip ankle strongman conditioning odd-object gym home niche conditioning,
zercher-carry,Zercher Carry,front-loaded carry,zercher-carry,carry,duration+distance+load,conditioning,barbell|sandbag,standing,carry|core-stability,cyclical,bilateral,false,external,upper back|biceps|core,glute max|quads|forearms,spine|shoulder|elbow|hip|ankle,strongman|bracing,gym|home|niche,false,false,true,duration_distance_load,zercher carry front-loaded carry zercher-carry barbell sandbag upper back biceps core glute max quads forearms spine shoulder elbow hip ankle strongman bracing gym home niche,
yoke-walk,Yoke Walk,yoke carry,yoke-walk,carry,duration+distance+load,conditioning,yoke,standing,carry,cyclical,bilateral,false,external,upper traps|core|glute max,quads|calves|grip,spine|hip|knee|ankle|shoulder,strongman,gym|niche,false,false,true,duration_distance_load,yoke walk yoke carry yoke-walk yoke upper traps core glute max quads calves grip spine hip knee ankle shoulder strongman gym niche,
sled-push,Sled Push,prowler push|sled drive|Sled Push,sled-push,sled,distance+load+time+rpe,conditioning,sled|plates|turf,standing,locomotion|squat,cyclical,bilateral,false,external,quads|glute max|calves,core|triceps|shoulders,hip|knee|ankle|shoulder,conditioning|team-sport|hyrox,gym|turf|cardio|conditioning,false,false,true,distance_load_time,sled push prowler push sled drive sled push sled-push sled plates turf quads glute max calves core triceps shoulders hip knee ankle shoulder conditioning team-sport hyrox gym turf cardio conditioning,
